param sigma
32 8 17.99
32 9 18.96
32 10 19.95
32 11 20.95
32 12 21.98
32 13 23.03
32 14 24.11
32 15 25.24
32 16 26.46
32 17 27.99
32 18 29.31
32 19 13.04
32 20 12.00
32 21 11.02
32 22 10.07
32 23 9.13
32 24 8.19
32 25 7.25
32 26 6.31
32 27 5.35
32 28 4.37
32 29 3.36
32 30 2.32
32 31 1.21
32 32 0.00
32 33 1.41
32 34 3.56
32 35 5.04
32 36 17.79
32 37 19.01
32 38 19.97
32 39 20.77
32 40 21.48
32 41 22.11
32 42 22.68
32 43 23.20
32 44 23.67
32 45 24.10
32 46 24.48
32 47 24.81
32 48 25.07
32 49 25.25
32 50 25.26
32 51 24.75
32 52 24.90
32 53 13.66
33 1 20.83
33 2 13.96
33 3 14.23
33 4 14.77
33 5 15.46
33 6 16.25
33 7 17.11
33 8 18.01
33 9 18.95
33 10 19.93
33 11 20.93
33 12 21.95
33 13 23.01
33 14 24.11
33 15 25.26
33 16 26.52
33 17 28.13
33 18 29.47
33 19 14.00
33 20 13.04
33 21 12.12
33 22 11.21
33 23 10.31
33 24 9.41
33 25 8.51
33 26 7.59
33 27 6.66
33 28 5.71
33 29 4.73
33 30 3.70
33 31 2.61
33 32 1.41
33 33 0.00
33 34 2.20
33 35 3.66
33 36 18.53
33 37 19.80
33 38 20.79
33 39 21.64
33 40 22.38
33 41 23.05
33 42 23.66
33 43 24.21
33 44 24.72
33 45 25.18
33 46 25.60
33 47 25.96
33 48 26.26
33 49 26.46
33 50 26.52
33 51 26.06
33 52 26.23
33 53 14.73
34 1 20.43
34 2 14.28
34 3 14.34
34 4 14.71
34 5 15.27
34 6 15.95
34 7 16.73
34 8 17.57
34 9 18.46
34 10 19.40
34 11 20.38
34 12 21.40
34 13 22.46
34 14 23.57
34 15 24.75
34 16 26.06
34 17 27.78
34 18 29.17
34 19 15.13
34 20 14.31
34 21 13.50
34 22 12.69
34 23 11.88
34 24 11.05
34 25 10.22
34 26 9.38
34 27 8.52
34 28 7.63
34 29 6.71
34 30 5.74
34 31 4.71
34 32 3.56
34 33 2.20
34 34 0.00
34 35 1.49
34 36 19.23
34 37 20.56
34 38 21.62
34 39 22.53
34 40 23.33
34 41 24.07
34 42 24.74
34 43 25.35
34 44 25.92
34 45 26.45
34 46 26.93
34 47 27.35
34 48 27.72
34 49 28.00
34 50 28.13
34 51 27.78
34 52 28.03
34 53 16.04
35 1 20.67
35 2 15.04
35 3 14.97
35 4 15.23
35 5 15.70
35 6 16.31
35 7 17.02
35 8 17.81
35 9 18.66
35 10 19.57
35 11 20.53
35 12 21.54
35 13 22.59
35 14 23.71
35 15 24.90
35 16 26.23
35 17 28.03
35 18 29.44
35 19 16.29
35 20 15.54
35 21 14.78
35 22 14.01
35 23 13.23
35 24 12.44
35 25 11.64
35 26 10.82
35 27 9.97
35 28 9.10
35 29 8.19
35 30 7.23
35 31 6.20
35 32 5.04
35 33 3.66
35 34 1.49
35 35 0.00
35 36 20.16
35 37 21.51
35 38 22.60
35 39 23.54
35 40 24.38
35 41 25.14
35 42 25.84
35 43 26.49
35 44 27.09
35 45 27.64
35 46 28.15
35 47 28.60
35 48 29.00
35 49 29.31
35 50 29.47
35 51 29.17
35 52 29.44
35 53 17.28
36 1 10.12
36 2 5.58
36 3 6.45
36 4 7.18
36 5 7.84
36 6 8.47
36 7 9.07
36 8 9.66
36 9 10.23
36 10 10.80
36 11 11.36
36 12 11.91
36 13 12.45
36 14 12.98
36 15 13.49
36 16 13.96
36 17 14.29
36 18 15.04
36 19 5.58
36 20 6.99
36 21 8.18
36 22 9.26
36 23 10.27
36 24 11.21
36 25 12.12
36 26 12.99
36 27 13.84
36 28 14.66
36 29 15.47
36 30 16.26
36 31 17.03
36 32 17.79
36 33 18.53
36 34 19.23
36 35 20.16
36 36 0.00
36 37 1.41
36 38 2.61
36 39 3.70
36 40 4.73
36 41 5.71
36 42 6.66
36 43 7.59
36 44 8.51
36 45 9.41
36 46 10.31
36 47 11.21
36 48 12.12
36 49 13.04
36 50 14.00
36 51 15.13
36 52 16.29
36 53 6.38
37 1 10.86
37 2 6.99
37 3 7.83
37 4 8.51
37 5 9.11
37 6 9.66
37 7 10.19
37 8 10.70
37 9 11.20
37 10 11.68
37 11 12.16
37 12 12.62
37 13 13.07
37 14 13.50
37 15 13.89
37 16 14.23
37 17 14.34
37 18 14.97
37 19 6.45
37 20 7.83
37 21 9.04
37 22 10.14
37 23 11.18
37 24 12.16
37 25 13.10
37 26 14.01
37 27 14.89
37 28 15.75
37 29 16.58
37 30 17.41
37 31 18.22
37 32 19.01
37 33 19.80
37 34 20.56
37 35 21.51
37 36 1.41
37 37 0.00
37 38 1.21
37 39 2.32
37 40 3.36
37 41 4.37
37 42 5.35
37 43 6.31
37 44 7.25
37 45 8.19
37 46 9.13
37 47 10.07
37 48 11.02
37 49 12.00
37 50 13.04
37 51 14.31
37 52 15.54
37 53 6.95
38 1 11.76
38 2 8.18
38 3 9.04
38 4 9.71
38 5 10.29
38 6 10.81
38 7 11.30
38 8 11.77
38 9 12.22
38 10 12.66
38 11 13.08
38 12 13.48
38 13 13.86
38 14 14.22
38 15 14.54
38 16 14.77
38 17 14.71
38 18 15.23
38 19 7.18
38 20 8.51
38 21 9.71
38 22 10.82
38 23 11.87
38 24 12.87
38 25 13.84
38 26 14.77
38 27 15.68
38 28 16.57
38 29 17.44
38 30 18.29
38 31 19.14
38 32 19.97
38 33 20.79
38 34 21.62
38 35 22.60
38 36 2.61
38 37 1.21
38 38 0.00
38 39 1.11
38 40 2.17
38 41 3.19
38 42 4.18
38 43 5.16
38 44 6.12
38 45 7.08
38 46 8.04
38 47 9.01
38 48 10.00
38 49 11.02
38 50 12.12
38 51 13.50
38 52 14.78
38 53 7.43
39 1 12.72
39 2 9.27
39 3 10.14
39 4 10.82
39 5 11.40
39 6 11.91
39 7 12.39
39 8 12.84
39 9 13.26
39 10 13.66
39 11 14.05
39 12 14.41
39 13 14.75
39 14 15.05
39 15 15.31
39 16 15.46
39 17 15.27
39 18 15.70
39 19 7.84
39 20 9.11
39 21 10.29
39 22 11.40
39 23 12.46
39 24 13.47
39 25 14.46
39 26 15.41
39 27 16.34
39 28 17.25
39 29 18.15
39 30 19.03
39 31 19.91
39 32 20.77
39 33 21.64
39 34 22.53
39 35 23.54
39 36 3.70
39 37 2.32
39 38 1.11
39 39 0.00
39 40 1.06
39 41 2.08
39 42 3.09
39 43 4.07
39 44 5.05
39 45 6.03
39 46 7.01
39 47 8.00
39 48 9.01
39 49 10.07
39 50 11.21
39 51 12.69
39 52 14.01
39 53 7.87
40 1 13.70
40 2 10.27
40 3 11.18
40 4 11.87
40 5 12.46
40 6 12.97
40 7 13.45
40 8 13.88
40 9 14.29
40 10 14.68
40 11 15.04
40 12 15.37
40 13 15.68
40 14 15.95
40 15 16.16
40 16 16.25
40 17 15.95
40 18 16.31
40 19 8.47
40 20 9.66
40 21 10.81
40 22 11.91
40 23 12.97
40 24 14.00
40 25 14.99
40 26 15.97
40 27 16.92
40 28 17.85
40 29 18.77
40 30 19.68
40 31 20.58
40 32 21.48
40 33 22.38
40 34 23.33
40 35 24.38
40 36 4.73
40 37 3.36
40 38 2.17
40 39 1.06
40 40 0.00
40 41 1.03
40 42 2.03
40 43 3.03
40 44 4.02
40 45 5.01
40 46 6.00
40 47 7.01
40 48 8.04
40 49 9.13
40 50 10.31
40 51 11.87
40 52 13.23
40 53 8.30
41 1 14.70
41 2 11.21
41 3 12.16
41 4 12.87
41 5 13.47
41 6 14.00
41 7 14.47
41 8 14.91
41 9 15.31
41 10 15.69
41 11 16.04
41 12 16.36
41 13 16.64
41 14 16.88
41 15 17.06
41 16 17.11
41 17 16.73
41 18 17.02
41 19 9.07
41 20 10.19
41 21 11.30
41 22 12.39
41 23 13.44
41 24 14.47
41 25 15.48
41 26 16.46
41 27 17.43
41 28 18.38
41 29 19.32
41 30 20.25
41 31 21.18
41 32 22.11
41 33 23.05
41 34 24.07
41 35 25.14
41 36 5.71
41 37 4.37
41 38 3.19
41 39 2.08
41 40 1.03
41 41 0.00
41 42 1.01
41 43 2.01
41 44 3.00
41 45 4.00
41 46 5.01
41 47 6.03
41 48 7.08
41 49 8.19
41 50 9.41
41 51 11.05
41 52 12.44
41 53 8.73
42 1 15.70
42 2 12.12
42 3 13.10
42 4 13.84
42 5 14.46
42 6 14.99
42 7 15.48
42 8 15.92
42 9 16.32
42 10 16.70
42 11 17.04
42 12 17.35
42 13 17.62
42 14 17.84
42 15 17.99
42 16 18.01
42 17 17.57
42 18 17.81
42 19 9.66
42 20 10.70
42 21 11.77
42 22 12.84
42 23 13.88
42 24 14.91
42 25 15.92
42 26 16.91
42 27 17.89
42 28 18.86
42 29 19.81
42 30 20.77
42 31 21.72
42 32 22.68
42 33 23.66
42 34 24.74
42 35 25.84
42 36 6.66
42 37 5.35
42 38 4.18
42 39 3.09
42 40 2.03
42 41 1.01
42 42 0.00
42 43 1.00
42 44 2.00
42 45 3.00
42 46 4.02
42 47 5.05
42 48 6.12
42 49 7.25
42 50 8.51
42 51 10.22
42 52 11.64
42 53 9.15
43 1 16.70
43 2 12.99
43 3 14.01
43 4 14.77
43 5 15.41
43 6 15.97
43 7 16.46
43 8 16.91
43 9 17.32
43 10 17.70
43 11 18.04
43 12 18.35
43 13 18.61
43 14 18.82
43 15 18.96
43 16 18.95
43 17 18.46
43 18 18.66
43 19 10.23
43 20 11.20
43 21 12.22
43 22 13.26
43 23 14.29
43 24 15.31
43 25 16.32
43 26 17.32
43 27 18.31
43 28 19.29
43 29 20.26
43 30 21.24
43 31 22.21
43 32 23.20
43 33 24.21
43 34 25.35
43 35 26.49
43 36 7.59
43 37 6.31
43 38 5.16
43 39 4.07
43 40 3.03
43 41 2.01
43 42 1.00
43 43 0.00
43 44 1.00
43 45 2.01
43 46 3.03
43 47 4.07
43 48 5.16
43 49 6.31
43 50 7.59
43 51 9.38
43 52 10.82
43 53 9.58
44 1 17.70
44 2 13.84
44 3 14.89
44 4 15.68
44 5 16.34
44 6 16.92
44 7 17.43
44 8 17.89
44 9 18.31
44 10 18.69
44 11 19.04
44 12 19.35
44 13 19.61
44 14 19.82
44 15 19.95
44 16 19.93
44 17 19.40
44 18 19.57
44 19 10.80
44 20 11.68
44 21 12.66
44 22 13.66
44 23 14.68
44 24 15.69
44 25 16.70
44 26 17.70
44 27 18.69
44 28 19.68
44 29 20.67
44 30 21.66
44 31 22.66
44 32 23.67
44 33 24.72
44 34 25.92
44 35 27.09
44 36 8.51
44 37 7.25
44 38 6.12
44 39 5.05
44 40 4.02
44 41 3.00
44 42 2.00
44 43 1.00
44 44 0.00
44 45 1.01
44 46 2.04
44 47 3.09
44 48 4.18
44 49 5.35
44 50 6.66
44 51 8.51
44 52 9.97
44 53 10.02
45 1 18.70
45 2 14.66
45 3 15.74
45 4 16.57
45 5 17.25
45 6 17.85
45 7 18.38
45 8 18.86
45 9 19.29
45 10 19.68
45 11 20.04
45 12 20.35
45 13 20.62
45 14 20.83
45 15 20.95
45 16 20.93
45 17 20.38
45 18 20.53
45 19 11.36
45 20 12.16
45 21 13.08
45 22 14.05
45 23 15.04
45 24 16.04
45 25 17.04
45 26 18.04
45 27 19.04
45 28 20.04
45 29 21.04
45 30 22.04
45 31 23.06
45 32 24.10
45 33 25.18
45 34 26.45
45 35 27.64
45 36 9.41
45 37 8.19
45 38 7.08
45 39 6.03
45 40 5.01
45 41 4.00
45 42 3.00
45 43 2.01
45 44 1.01
45 45 0.00
45 46 1.03
45 47 2.09
45 48 3.19
45 49 4.37
45 50 5.71
45 51 7.63
45 52 9.10
45 53 10.45
46 1 19.70
46 2 15.47
46 3 16.59
46 4 17.44
46 5 18.15
46 6 18.77
46 7 19.32
46 8 19.81
46 9 20.26
46 10 20.67
46 11 21.04
46 12 21.36
46 13 21.64
46 14 21.85
46 15 21.98
46 16 21.95
46 17 21.40
46 18 21.54
46 19 11.91
46 20 12.62
46 21 13.48
46 22 14.41
46 23 15.37
46 24 16.36
46 25 17.35
46 26 18.34
46 27 19.35
46 28 20.35
46 29 21.36
46 30 22.38
46 31 23.42
46 32 24.48
46 33 25.60
46 34 26.93
46 35 28.15
46 36 10.31
46 37 9.13
46 38 8.04
46 39 7.01
46 40 6.00
46 41 5.01
46 42 4.02
46 43 3.03
46 44 2.04
46 45 1.03
46 46 0.00
46 47 1.06
46 48 2.17
46 49 3.36
46 50 4.73
46 51 6.71
46 52 8.19
46 53 10.89
47 1 20.71
47 2 16.26
47 3 17.41
47 4 18.29
47 5 19.03
47 6 19.68
47 7 20.25
47 8 20.77
47 9 21.24
47 10 21.66
47 11 22.04
47 12 22.38
47 13 22.67
47 14 22.90
47 15 23.03
47 16 23.01
47 17 22.46
47 18 22.59
47 19 12.45
47 20 13.07
47 21 13.86
47 22 14.75
47 23 15.68
47 24 16.64
47 25 17.62
47 26 18.61
47 27 19.61
47 28 20.62
47 29 21.64
47 30 22.67
47 31 23.72
47 32 24.81
47 33 25.96
47 34 27.35
47 35 28.60
47 36 11.21
47 37 10.07
47 38 9.01
47 39 8.00
47 40 7.01
47 41 6.03
47 42 5.05
47 43 4.07
47 44 3.09
47 45 2.09
47 46 1.06
47 47 0.00
47 48 1.11
47 49 2.32
47 50 3.70
47 51 5.74
47 52 7.23
47 53 11.32
48 1 21.73
48 2 17.03
48 3 18.22
48 4 19.14
48 5 19.91
48 6 20.58
48 7 21.18
48 8 21.72
48 9 22.21
48 10 22.66
48 11 23.06
48 12 23.42
48 13 23.72
48 14 23.96
48 15 24.12
48 16 24.11
48 17 23.57
48 18 23.71
48 19 12.98
48 20 13.50
48 21 14.22
48 22 15.05
48 23 15.95
48 24 16.88
48 25 17.84
48 26 18.82
48 27 19.82
48 28 20.83
48 29 21.85
48 30 22.90
48 31 23.96
48 32 25.07
48 33 26.26
48 34 27.72
48 35 29.00
48 36 12.12
48 37 11.02
48 38 10.00
48 39 9.01
48 40 8.04
48 41 7.08
48 42 6.12
48 43 5.16
48 44 4.18
48 45 3.19
48 46 2.17
48 47 1.11
48 48 0.00
48 49 1.21
48 50 2.61
48 51 4.71
48 52 6.20
48 53 11.74
49 1 22.78
49 2 17.79
49 3 19.02
49 4 19.97
49 5 20.77
49 6 21.48
49 7 22.11
49 8 22.68
49 9 23.20
49 10 23.67
49 11 24.10
49 12 24.48
49 13 24.81
49 14 25.07
49 15 25.25
49 16 25.26
49 17 24.75
49 18 24.90
49 19 13.49
49 20 13.89
49 21 14.54
49 22 15.31
49 23 16.16
49 24 17.06
49 25 18.00
49 26 18.96
49 27 19.95
49 28 20.95
49 29 21.98
49 30 23.03
49 31 24.12
49 32 25.25
49 33 26.46
49 34 28.00
49 35 29.31
49 36 13.04
49 37 12.00
49 38 11.02
49 39 10.07
49 40 9.13
49 41 8.19
49 42 7.25
49 43 6.31
49 44 5.35
49 45 4.37
49 46 3.36
49 47 2.32
49 48 1.21
49 49 0.00
49 50 1.41
49 51 3.56
49 52 5.04
49 53 12.15
50 1 23.87
50 2 18.53
50 3 19.80
50 4 20.79
50 5 21.64
50 6 22.38
50 7 23.05
50 8 23.66
50 9 24.21
50 10 24.72
50 11 25.18
50 12 25.60
50 13 25.96
50 14 26.26
50 15 26.46
50 16 26.52
50 17 26.06
50 18 26.23
50 19 13.96
50 20 14.23
50 21 14.77
50 22 15.46
50 23 16.25
50 24 17.11
50 25 18.01
50 26 18.95
50 27 19.93
50 28 20.93
50 29 21.95
50 30 23.01
50 31 24.11
50 32 25.26
50 33 26.52
50 34 28.13
50 35 29.47
50 36 14.00
50 37 13.04
50 38 12.12
50 39 11.21
50 40 10.31
50 41 9.41
50 42 8.51
50 43 7.59
50 44 6.66
50 45 5.71
50 46 4.73
50 47 3.70
50 48 2.61
50 49 1.41
50 50 0.00
50 51 2.20
50 52 3.66
50 53 12.51
51 1 25.17
51 2 19.23
51 3 20.56
51 4 21.62
51 5 22.53
51 6 23.33
51 7 24.07
51 8 24.74
51 9 25.35
51 10 25.92
51 11 26.45
51 12 26.93
51 13 27.35
51 14 27.72
51 15 27.99
51 16 28.13
51 17 27.78
51 18 28.03
51 19 14.28
51 20 14.34
51 21 14.71
51 22 15.27
51 23 15.95
51 24 16.73
51 25 17.57
51 26 18.46
51 27 19.40
51 28 20.38
51 29 21.40
51 30 22.46
51 31 23.57
51 32 24.75
51 33 26.06
51 34 27.78
51 35 29.17
51 36 15.13
51 37 14.31
51 38 13.50
51 39 12.69
51 40 11.87
51 41 11.05
51 42 10.22
51 43 9.38
51 44 8.51
51 45 7.63
51 46 6.71
51 47 5.74
51 48 4.71
51 49 3.56
51 50 2.20
51 51 0.00
51 52 1.49
51 53 12.70
52 1 26.38
52 2 20.16
52 3 21.51
52 4 22.60
52 5 23.54
52 6 24.38
52 7 25.14
52 8 25.84
52 9 26.49
52 10 27.09
52 11 27.64
52 12 28.15
52 13 28.60
52 14 29.00
52 15 29.31
52 16 29.47
52 17 29.17
52 18 29.44
52 19 15.04
52 20 14.97
52 21 15.23
52 22 15.70
52 23 16.31
52 24 17.02
52 25 17.81
52 26 18.66
52 27 19.57
52 28 20.53
52 29 21.54
52 30 22.59
52 31 23.71
52 32 24.90
52 33 26.23
52 34 28.03
52 35 29.44
52 36 16.29
52 37 15.54
52 38 14.78
52 39 14.01
52 40 13.23
52 41 12.44
52 42 11.64
52 43 10.82
52 44 9.97
52 45 9.10
52 46 8.19
52 47 7.23
52 48 6.20
52 49 5.04
52 50 3.66
52 51 1.49
52 52 0.00
52 53 13.40
53 1 15.22
53 2 7.29
53 3 8.70
53 4 9.89
53 5 10.96
53 6 11.95
53 7 12.88
53 8 13.77
53 9 14.62
53 10 15.44
53 11 16.24
53 12 17.02
53 13 17.77
53 14 18.50
53 15 19.21
53 16 19.88
53 17 20.46
53 18 21.32
53 19 1.73
53 20 1.75
53 21 2.64
53 22 3.68
53 23 4.73
53 24 5.76
53 25 6.77
53 26 7.76
53 27 8.74
53 28 9.71
53 29 10.68
53 30 11.66
53 31 12.64
53 32 13.66
53 33 14.73
53 34 16.04
53 35 17.28
53 36 6.38
53 37 6.95
53 38 7.43
53 39 7.87
53 40 8.30
53 41 8.73
53 42 9.15
53 43 9.58
53 44 10.02
53 45 10.45
53 46 10.89
53 47 11.32
53 48 11.74
53 49 12.15
53 50 12.51
53 51 12.70
53 52 13.40
53 53 0.00
;
param v :=
1 1 0
1 2 35
1 3 38
1 4 54
1 5 52
1 6 53
1 7 57
1 8 40
1 9 39
1 10 45
1 11 55
1 12 38
1 13 56
1 14 38
1 15 56
1 16 39
1 17 48
1 18 47
1 19 51
1 20 57
1 21 39
1 22 47
1 23 54
1 24 56
1 25 52
1 26 35
1 27 41
1 28 52
1 29 60
1 30 45
1 31 51
1 32 36
1 33 46
1 34 43
1 35 58
1 36 45
1 37 53
1 38 55
1 39 39
1 40 41
1 41 55
1 42 35
1 43 58
1 44 50
1 45 49
1 46 54
1 47 38
1 48 44
1 49 42
1 50 40
1 51 54
1 52 43
1 53 60
2 1 55
2 2 0
2 3 58
2 4 56
2 5 52
2 6 46
2 7 42
2 8 54
2 9 38
2 10 53
2 11 43
2 12 43
2 13 39
2 14 56
2 15 35
2 16 44
2 17 46
2 18 37
2 19 49
2 20 39
2 21 48
2 22 51
2 23 36
2 24 60
2 25 53
2 26 44
2 27 54
2 28 41
2 29 44
2 30 46
2 31 53
2 32 60
2 33 40
2 34 49
2 35 36
2 36 48
2 37 45
2 38 47
2 39 47
2 40 49
2 41 35
2 42 46
2 43 53
2 44 50
2 45 52
2 46 47
2 47 46
2 48 41
2 49 49
2 50 49
2 51 42
2 52 59
2 53 44
3 1 41
3 2 60
3 3 0
3 4 37
3 5 60
3 6 51
3 7 58
3 8 51
3 9 50
3 10 57
3 11 38
3 12 50
3 13 54
3 14 37
3 15 51
3 16 45
3 17 38
3 18 51
3 19 44
3 20 54
3 21 38
3 22 51
3 23 46
3 24 49
3 25 39
3 26 55
3 27 42
3 28 60
3 29 44
3 30 59
3 31 57
3 32 56
3 33 46
3 34 44
3 35 52
3 36 56
3 37 45
3 38 42
3 39 48
3 40 42
3 41 58
3 42 48
3 43 44
3 44 51
3 45 45
3 46 45
3 47 51
3 48 54
3 49 35
3 50 57
3 51 50
3 52 44
3 53 42
4 1 57
4 2 45
4 3 51
4 4 0
4 5 46
4 6 54
4 7 50
4 8 49
4 9 39
4 10 38
4 11 42
4 12 58
4 13 37
4 14 42
4 15 58
4 16 51
4 17 39
4 18 42
4 19 50
4 20 58
4 21 52
4 22 38
4 23 56
4 24 54
4 25 43
4 26 37
4 27 56
4 28 35
4 29 54
4 30 57
4 31 56
4 32 59
4 33 36
4 34 39
4 35 50
4 36 47
4 37 46
4 38 56
4 39 37
4 40 42
4 41 45
4 42 46
4 43 57
4 44 39
4 45 41
4 46 54
4 47 35
4 48 47
4 49 42
4 50 52
4 51 57
4 52 40
4 53 35
5 1 48
5 2 54
5 3 40
5 4 42
5 5 0
5 6 55
5 7 41
5 8 58
5 9 53
5 10 43
5 11 44
5 12 56
5 13 56
5 14 40
5 15 51
5 16 57
5 17 40
5 18 35
5 19 46
5 20 59
5 21 46
5 22 45
5 23 45
5 24 46
5 25 35
5 26 39
5 27 51
5 28 40
5 29 41
5 30 38
5 31 37
5 32 56
5 33 46
5 34 36
5 35 60
5 36 43
5 37 47
5 38 41
5 39 48
5 40 56
5 41 36
5 42 42
5 43 49
5 44 59
5 45 52
5 46 59
5 47 40
5 48 58
5 49 44
5 50 40
5 51 49
5 52 47
5 53 36
6 1 57
6 2 44
6 3 45
6 4 44
6 5 38
6 6 0
6 7 47
6 8 48
6 9 51
6 10 57
6 11 55
6 12 49
6 13 60
6 14 50
6 15 48
6 16 38
6 17 48
6 18 43
6 19 60
6 20 37
6 21 50
6 22 36
6 23 44
6 24 40
6 25 45
6 26 48
6 27 57
6 28 56
6 29 56
6 30 40
6 31 50
6 32 39
6 33 51
6 34 40
6 35 49
6 36 43
6 37 39
6 38 54
6 39 49
6 40 55
6 41 44
6 42 47
6 43 42
6 44 48
6 45 56
6 46 60
6 47 47
6 48 57
6 49 53
6 50 35
6 51 42
6 52 36
6 53 44
7 1 36
7 2 39
7 3 40
7 4 48
7 5 35
7 6 48
7 7 0
7 8 45
7 9 47
7 10 50
7 11 43
7 12 39
7 13 41
7 14 48
7 15 51
7 16 44
7 17 49
7 18 54
7 19 53
7 20 44
7 21 54
7 22 38
7 23 41
7 24 47
7 25 37
7 26 39
7 27 42
7 28 60
7 29 49
7 30 58
7 31 49
7 32 49
7 33 48
7 34 35
7 35 35
7 36 60
7 37 48
7 38 57
7 39 51
7 40 41
7 41 49
7 42 53
7 43 56
7 44 48
7 45 52
7 46 38
7 47 56
7 48 54
7 49 50
7 50 52
7 51 60
7 52 38
7 53 48
8 1 58
8 2 39
8 3 56
8 4 53
8 5 59
8 6 40
8 7 43
8 8 0
8 9 39
8 10 55
8 11 53
8 12 48
8 13 51
8 14 51
8 15 58
8 16 38
8 17 36
8 18 42
8 19 56
8 20 49
8 21 37
8 22 50
8 23 60
8 24 59
8 25 49
8 26 47
8 27 56
8 28 44
8 29 41
8 30 36
8 31 59
8 32 49
8 33 35
8 34 45
8 35 52
8 36 48
8 37 53
8 38 41
8 39 57
8 40 55
8 41 38
8 42 43
8 43 59
8 44 44
8 45 35
8 46 39
8 47 57
8 48 53
8 49 45
8 50 43
8 51 50
8 52 48
8 53 42
9 1 60
9 2 55
9 3 39
9 4 59
9 5 40
9 6 38
9 7 55
9 8 55
9 9 0
9 10 44
9 11 42
9 12 38
9 13 60
9 14 48
9 15 40
9 16 40
9 17 55
9 18 55
9 19 46
9 20 51
9 21 38
9 22 53
9 23 37
9 24 53
9 25 57
9 26 37
9 27 55
9 28 38
9 29 59
9 30 39
9 31 42
9 32 51
9 33 38
9 34 39
9 35 57
9 36 55
9 37 55
9 38 52
9 39 54
9 40 45
9 41 36
9 42 47
9 43 59
9 44 43
9 45 46
9 46 55
9 47 47
9 48 38
9 49 46
9 50 48
9 51 55
9 52 36
9 53 60
10 1 39
10 2 51
10 3 49
10 4 52
10 5 38
10 6 36
10 7 57
10 8 41
10 9 60
10 10 0
10 11 54
10 12 45
10 13 59
10 14 56
10 15 44
10 16 42
10 17 56
10 18 58
10 19 54
10 20 36
10 21 60
10 22 56
10 23 37
10 24 53
10 25 57
10 26 57
10 27 52
10 28 53
10 29 36
10 30 44
10 31 55
10 32 55
10 33 47
10 34 56
10 35 58
10 36 40
10 37 37
10 38 45
10 39 44
10 40 42
10 41 50
10 42 39
10 43 35
10 44 45
10 45 60
10 46 38
10 47 54
10 48 60
10 49 42
10 50 51
10 51 41
10 52 41
10 53 44
11 1 51
11 2 43
11 3 38
11 4 37
11 5 59
11 6 41
11 7 60
11 8 47
11 9 40
11 10 44
11 11 0
11 12 40
11 13 54
11 14 41
11 15 54
11 16 58
11 17 59
11 18 54
11 19 41
11 20 49
11 21 37
11 22 48
11 23 52
11 24 49
11 25 35
11 26 36
11 27 47
11 28 59
11 29 57
11 30 40
11 31 40
11 32 38
11 33 50
11 34 39
11 35 49
11 36 54
11 37 36
11 38 57
11 39 49
11 40 44
11 41 60
11 42 43
11 43 48
11 44 57
11 45 36
11 46 48
11 47 43
11 48 39
11 49 35
11 50 46
11 51 38
11 52 40
11 53 45
12 1 46
12 2 45
12 3 58
12 4 38
12 5 58
12 6 60
12 7 45
12 8 39
12 9 52
12 10 54
12 11 50
12 12 0
12 13 58
12 14 38
12 15 53
12 16 44
12 17 50
12 18 50
12 19 38
12 20 60
12 21 38
12 22 52
12 23 48
12 24 35
12 25 60
12 26 47
12 27 52
12 28 51
12 29 48
12 30 45
12 31 48
12 32 49
12 33 52
12 34 52
12 35 58
12 36 51
12 37 40
12 38 53
12 39 53
12 40 50
12 41 48
12 42 43
12 43 38
12 44 53
12 45 57
12 46 51
12 47 60
12 48 57
12 49 42
12 50 54
12 51 40
12 52 57
12 53 47
13 1 60
13 2 37
13 3 57
13 4 38
13 5 47
13 6 54
13 7 53
13 8 59
13 9 42
13 10 42
13 11 51
13 12 40
13 13 0
13 14 53
13 15 38
13 16 57
13 17 57
13 18 39
13 19 42
13 20 60
13 21 43
13 22 44
13 23 47
13 24 35
13 25 51
13 26 37
13 27 48
13 28 38
13 29 47
13 30 57
13 31 51
13 32 58
13 33 55
13 34 42
13 35 48
13 36 53
13 37 51
13 38 56
13 39 35
13 40 54
13 41 45
13 42 52
13 43 54
13 44 37
13 45 54
13 46 42
13 47 49
13 48 53
13 49 49
13 50 41
13 51 39
13 52 54
13 53 42
14 1 50
14 2 45
14 3 57
14 4 48
14 5 35
14 6 60
14 7 58
14 8 47
14 9 45
14 10 52
14 11 55
14 12 49
14 13 58
14 14 0
14 15 52
14 16 42
14 17 52
14 18 48
14 19 50
14 20 46
14 21 38
14 22 46
14 23 58
14 24 50
14 25 59
14 26 40
14 27 50
14 28 44
14 29 49
14 30 50
14 31 49
14 32 51
14 33 57
14 34 59
14 35 53
14 36 42
14 37 44
14 38 38
14 39 37
14 40 57
14 41 53
14 42 59
14 43 45
14 44 39
14 45 46
14 46 40
14 47 44
14 48 38
14 49 48
14 50 53
14 51 47
14 52 45
14 53 48
15 1 59
15 2 44
15 3 48
15 4 47
15 5 48
15 6 35
15 7 60
15 8 47
15 9 35
15 10 36
15 11 59
15 12 47
15 13 44
15 14 42
15 15 0
15 16 48
15 17 53
15 18 45
15 19 43
15 20 60
15 21 36
15 22 48
15 23 49
15 24 48
15 25 57
15 26 39
15 27 46
15 28 50
15 29 52
15 30 36
15 31 41
15 32 37
15 33 58
15 34 54
15 35 45
15 36 40
15 37 57
15 38 38
15 39 54
15 40 46
15 41 56
15 42 54
15 43 41
15 44 45
