param sigma
39 27 37.12
39 28 38.02
39 29 38.92
39 30 39.83
39 31 40.84
39 32 41.84
39 33 7.85
39 34 6.15
39 35 4.73
39 36 3.45
39 37 2.25
39 38 1.10
39 39 0.00
39 40 1.07
39 41 2.13
39 42 3.16
39 43 4.18
39 44 5.18
39 45 6.18
39 46 7.17
39 47 8.15
39 48 9.13
39 49 10.11
39 50 11.08
39 51 12.06
39 52 13.04
39 53 14.02
39 54 15.01
39 55 16.00
39 56 17.01
39 57 18.03
39 58 19.08
39 59 20.16
39 60 21.30
39 61 22.58
39 62 24.50
39 63 25.44
39 64 13.92
39 65 15.23
39 66 16.20
39 67 17.00
39 68 17.72
39 69 18.37
39 70 18.98
39 71 19.55
39 72 20.11
39 73 20.65
39 74 21.17
39 75 21.68
39 76 22.18
39 77 22.68
39 78 23.16
39 79 23.64
39 80 24.12
39 81 24.59
39 82 25.05
39 83 25.50
39 84 25.95
39 85 26.38
39 86 26.81
39 87 27.21
39 88 27.60
39 89 27.96
39 90 28.28
39 91 28.54
39 92 28.65
39 93 28.14
39 94 29.08
39 95 16.28
40 1 15.51
40 2 12.67
40 3 13.84
40 4 15.03
40 5 16.20
40 6 17.34
40 7 18.46
40 8 19.56
40 9 20.63
40 10 21.68
40 11 22.71
40 12 23.73
40 13 24.73
40 14 25.72
40 15 26.70
40 16 27.67
40 17 28.63
40 18 29.58
40 19 30.52
40 20 31.46
40 21 32.38
40 22 33.31
40 23 34.23
40 24 35.14
40 25 36.05
40 26 36.96
40 27 37.87
40 28 38.79
40 29 39.71
40 30 40.65
40 31 41.72
40 32 42.71
40 33 8.88
40 34 7.19
40 35 5.79
40 36 4.51
40 37 3.32
40 38 2.18
40 39 1.07
40 40 0.00
40 41 1.05
40 42 2.09
40 43 3.11
40 44 4.12
40 45 5.12
40 46 6.11
40 47 7.10
40 48 8.08
40 49 9.07
40 50 10.05
40 51 11.03
40 52 12.02
40 53 13.00
40 54 14.00
40 55 15.00
40 56 16.02
40 57 17.06
40 58 18.12
40 59 19.22
40 60 20.39
40 61 21.70
40 62 23.70
40 63 24.63
40 64 14.94
40 65 16.27
40 66 17.25
40 67 18.07
40 68 18.79
40 69 19.44
40 70 20.05
40 71 20.63
40 72 21.18
40 73 21.71
40 74 22.22
40 75 22.73
40 76 23.22
40 77 23.70
40 78 24.17
40 79 24.64
40 80 25.10
40 81 25.55
40 82 25.99
40 83 26.43
40 84 26.85
40 85 27.27
40 86 27.67
40 87 28.05
40 88 28.41
40 89 28.75
40 90 29.03
40 91 29.25
40 92 29.31
40 93 28.70
40 94 29.62
40 95 17.32
41 1 15.80
41 2 13.42
41 3 14.52
41 4 15.66
41 5 16.79
41 6 17.92
41 7 19.02
41 8 20.11
41 9 21.18
41 10 22.23
41 11 23.26
41 12 24.29
41 13 25.29
41 14 26.29
41 15 27.27
41 16 28.25
41 17 29.22
41 18 30.17
41 19 31.13
41 20 32.07
41 21 33.01
41 22 33.95
41 23 34.88
41 24 35.80
41 25 36.73
41 26 37.66
41 27 38.58
41 28 39.52
41 29 40.46
41 30 41.42
41 31 42.55
41 32 43.54
41 33 9.87
41 34 8.21
41 35 6.82
41 36 5.56
41 37 4.37
41 38 3.23
41 39 2.13
41 40 1.05
41 41 0.00
41 42 1.04
41 43 2.06
41 44 3.07
41 45 4.07
41 46 5.07
41 47 6.06
41 48 7.05
41 49 8.04
41 50 9.02
41 51 10.01
41 52 11.00
41 53 12.00
41 54 13.00
41 55 14.02
41 56 15.05
41 57 16.09
41 58 17.17
41 59 18.29
41 60 19.48
41 61 20.82
41 62 22.91
41 63 23.83
41 64 15.92
41 65 17.28
41 66 18.28
41 67 19.11
41 68 19.83
41 69 20.49
41 70 21.10
41 71 21.68
41 72 22.23
41 73 22.76
41 74 23.27
41 75 23.76
41 76 24.25
41 77 24.72
41 78 25.19
41 79 25.64
41 80 26.09
41 81 26.53
41 82 26.96
41 83 27.38
41 84 27.78
41 85 28.18
41 86 28.56
41 87 28.92
41 88 29.26
41 89 29.57
41 90 29.83
41 91 30.01
41 92 30.03
41 93 29.31
41 94 30.22
41 95 18.35
42 1 16.10
42 2 14.17
42 3 15.18
42 4 16.27
42 5 17.38
42 6 18.48
42 7 19.57
42 8 20.65
42 9 21.71
42 10 22.76
42 11 23.79
42 12 24.81
42 13 25.83
42 14 26.83
42 15 27.82
42 16 28.80
42 17 29.77
42 18 30.74
42 19 31.70
42 20 32.65
42 21 33.60
42 22 34.55
42 23 35.49
42 24 36.43
42 25 37.37
42 26 38.31
42 27 39.25
42 28 40.20
42 29 41.17
42 30 42.16
42 31 43.34
42 32 44.33
42 33 10.85
42 34 9.21
42 35 7.83
42 36 6.58
42 37 5.39
42 38 4.26
42 39 3.16
42 40 2.09
42 41 1.04
42 42 0.00
42 43 1.02
42 44 2.03
42 45 3.04
42 46 4.04
42 47 5.03
42 48 6.03
42 49 7.02
42 50 8.01
42 51 9.00
42 52 10.00
42 53 11.00
42 54 12.01
42 55 13.04
42 56 14.08
42 57 15.13
42 58 16.22
42 59 17.36
42 60 18.57
42 61 19.94
42 62 22.11
42 63 23.01
42 64 16.87
42 65 18.26
42 66 19.27
42 67 20.11
42 68 20.85
42 69 21.52
42 70 22.13
42 71 22.71
42 72 23.27
42 73 23.79
42 74 24.30
42 75 24.79
42 76 25.27
42 77 25.74
42 78 26.20
42 79 26.65
42 80 27.08
42 81 27.51
42 82 27.93
42 83 28.34
42 84 28.73
42 85 29.11
42 86 29.48
42 87 29.82
42 88 30.14
42 89 30.43
42 90 30.66
42 91 30.81
42 92 30.79
42 93 29.99
42 94 30.89
42 95 19.38
43 1 16.41
43 2 14.90
43 3 15.84
43 4 16.88
43 5 17.95
43 6 19.03
43 7 20.11
43 8 21.17
43 9 22.22
43 10 23.27
43 11 24.30
43 12 25.32
43 13 26.34
43 14 27.34
43 15 28.33
43 16 29.32
43 17 30.30
43 18 31.28
43 19 32.24
43 20 33.21
43 21 34.17
43 22 35.12
43 23 36.08
43 24 37.03
43 25 37.98
43 26 38.93
43 27 39.89
43 28 40.86
43 29 41.84
43 30 42.86
43 31 44.09
43 32 45.09
43 33 11.80
43 34 10.19
43 35 8.83
43 36 7.58
43 37 6.40
43 38 5.27
43 39 4.18
43 40 3.11
43 41 2.06
43 42 1.02
43 43 0.00
43 44 1.01
43 45 2.02
43 46 3.02
43 47 4.02
43 48 5.01
43 49 6.01
43 50 7.00
43 51 8.00
43 52 9.00
43 53 10.01
43 54 11.03
43 55 12.06
43 56 13.11
43 57 14.18
43 58 15.28
43 59 16.43
43 60 17.66
43 61 19.06
43 62 21.30
43 63 22.20
43 64 17.80
43 65 19.21
43 66 20.25
43 67 21.10
43 68 21.85
43 69 22.52
43 70 23.15
43 71 23.73
43 72 24.29
43 73 24.82
43 74 25.32
43 75 25.82
43 76 26.29
43 77 26.76
43 78 27.21
43 79 27.65
43 80 28.08
43 81 28.50
43 82 28.91
43 83 29.31
43 84 29.69
43 85 30.06
43 86 30.41
43 87 30.74
43 88 31.04
43 89 31.31
43 90 31.52
43 91 31.64
43 92 31.59
43 93 30.71
43 94 31.60
43 95 20.40
44 1 16.72
44 2 15.63
44 3 16.49
44 4 17.49
44 5 18.52
44 6 19.57
44 7 20.63
44 8 21.68
44 9 22.73
44 10 23.76
44 11 24.79
44 12 25.82
44 13 26.83
44 14 27.83
44 15 28.83
44 16 29.82
44 17 30.81
44 18 31.79
44 19 32.77
44 20 33.74
44 21 34.70
44 22 35.67
44 23 36.63
44 24 37.60
44 25 38.56
44 26 39.53
44 27 40.50
44 28 41.48
44 29 42.49
44 30 43.53
44 31 44.82
44 32 45.81
44 33 12.74
44 34 11.15
44 35 9.80
44 36 8.57
44 37 7.40
44 38 6.27
44 39 5.18
44 40 4.12
44 41 3.07
44 42 2.03
44 43 1.01
44 44 0.00
44 45 1.01
44 46 2.01
44 47 3.01
44 48 4.00
44 49 5.00
44 50 6.00
44 51 7.00
44 52 8.01
44 53 9.02
44 54 10.05
44 55 11.08
44 56 12.14
44 57 13.22
44 58 14.33
44 59 15.50
44 60 16.75
44 61 18.18
44 62 20.49
44 63 21.38
44 64 18.71
44 65 20.15
44 66 21.20
44 67 22.07
44 68 22.83
44 69 23.51
44 70 24.14
44 71 24.73
44 72 25.29
44 73 25.83
44 74 26.34
44 75 26.83
44 76 27.31
44 77 27.77
44 78 28.22
44 79 28.66
44 80 29.08
44 81 29.50
44 82 29.90
44 83 30.29
44 84 30.66
44 85 31.02
44 86 31.36
44 87 31.68
44 88 31.97
44 89 32.21
44 90 32.41
44 91 32.51
44 92 32.42
44 93 31.48
44 94 32.36
44 95 21.41
45 1 17.04
45 2 16.35
45 3 17.14
45 4 18.09
45 5 19.09
45 6 20.11
45 7 21.15
45 8 22.18
45 9 23.22
45 10 24.25
45 11 25.27
45 12 26.29
45 13 27.31
45 14 28.31
45 15 29.31
45 16 30.31
45 17 31.30
45 18 32.28
45 19 33.27
45 20 34.24
45 21 35.22
45 22 36.19
45 23 37.17
45 24 38.14
45 25 39.12
45 26 40.10
45 27 41.08
45 28 42.08
45 29 43.11
45 30 44.18
45 31 45.52
45 32 46.51
45 33 13.67
45 34 12.11
45 35 10.77
45 36 9.55
45 37 8.39
45 38 7.27
45 39 6.18
45 40 5.12
45 41 4.07
45 42 3.04
45 43 2.02
45 44 1.01
45 45 0.00
45 46 1.00
45 47 2.00
45 48 3.00
45 49 4.00
45 50 5.00
45 51 6.01
45 52 7.02
45 53 8.04
45 54 9.07
45 55 10.11
45 56 11.17
45 57 12.26
45 58 13.38
45 59 14.56
45 60 15.83
45 61 17.29
45 62 19.68
45 63 20.55
45 64 19.61
45 65 21.06
45 66 22.14
45 67 23.02
45 68 23.79
45 69 24.49
45 70 25.13
45 71 25.73
45 72 26.29
45 73 26.83
45 74 27.34
45 75 27.83
45 76 28.31
45 77 28.78
45 78 29.22
45 79 29.66
45 80 30.08
45 81 30.49
45 82 30.89
45 83 31.27
45 84 31.64
45 85 31.99
45 86 32.32
45 87 32.63
45 88 32.91
45 89 33.14
45 90 33.32
45 91 33.40
45 92 33.28
45 93 32.29
45 94 33.15
45 95 22.42
46 1 17.37
46 2 17.06
46 3 17.79
46 4 18.68
46 5 19.65
46 6 20.64
46 7 21.66
46 8 22.68
46 9 23.70
46 10 24.72
46 11 25.74
46 12 26.76
46 13 27.77
46 14 28.77
46 15 29.78
46 16 30.77
46 17 31.77
46 18 32.76
46 19 33.75
46 20 34.73
46 21 35.71
46 22 36.70
46 23 37.68
46 24 38.66
46 25 39.65
46 26 40.64
46 27 41.64
46 28 42.66
46 29 43.70
46 30 44.80
46 31 46.20
46 32 47.18
46 33 14.59
46 34 13.05
46 35 11.73
46 36 10.52
46 37 9.36
46 38 8.25
46 39 7.17
46 40 6.11
46 41 5.07
46 42 4.04
46 43 3.02
46 44 2.01
46 45 1.00
46 46 0.00
46 47 1.00
46 48 2.00
46 49 3.00
46 50 4.00
46 51 5.01
46 52 6.03
46 53 7.05
46 54 8.08
46 55 9.13
46 56 10.20
46 57 11.30
46 58 12.43
46 59 13.62
46 60 14.91
46 61 16.39
46 62 18.86
46 63 19.71
46 64 20.49
46 65 21.97
46 66 23.06
46 67 23.96
46 68 24.74
46 69 25.45
46 70 26.10
46 71 26.70
46 72 27.27
46 73 27.82
46 74 28.34
46 75 28.83
46 76 29.31
46 77 29.78
46 78 30.23
46 79 30.66
46 80 31.08
46 81 31.49
46 82 31.88
46 83 32.26
46 84 32.63
46 85 32.97
46 86 33.30
46 87 33.59
46 88 33.86
46 89 34.08
46 90 34.25
46 91 34.31
46 92 34.17
46 93 33.12
46 94 33.98
46 95 23.42
47 1 17.70
47 2 17.77
47 3 18.43
47 4 19.27
47 5 20.20
47 6 21.17
47 7 22.16
47 8 23.16
47 9 24.17
47 10 25.19
47 11 26.20
47 12 27.21
47 13 28.22
47 14 29.22
47 15 30.23
47 16 31.22
47 17 32.22
47 18 33.22
47 19 34.21
47 20 35.20
47 21 36.19
47 22 37.18
47 23 38.17
47 24 39.16
47 25 40.16
47 26 41.16
47 27 42.18
47 28 43.21
47 29 44.27
47 30 45.40
47 31 46.85
47 32 47.83
47 33 15.49
47 34 13.98
47 35 12.68
47 36 11.48
47 37 10.33
47 38 9.23
47 39 8.15
47 40 7.10
47 41 6.06
47 42 5.03
47 43 4.02
47 44 3.01
47 45 2.00
47 46 1.00
47 47 0.00
47 48 1.00
47 49 2.00
47 50 3.01
47 51 4.02
47 52 5.03
47 53 6.06
47 54 7.10
47 55 8.15
47 56 9.23
47 57 10.33
47 58 11.48
47 59 12.68
47 60 13.98
47 61 15.49
47 62 18.03
47 63 18.87
47 64 21.35
47 65 22.86
47 66 23.96
47 67 24.88
47 68 25.68
47 69 26.40
47 70 27.06
47 71 27.67
47 72 28.25
47 73 28.80
47 74 29.32
47 75 29.82
47 76 30.31
47 77 30.77
47 78 31.22
47 79 31.66
47 80 32.08
47 81 32.49
47 82 32.88
47 83 33.26
47 84 33.62
47 85 33.96
47 86 34.28
47 87 34.57
47 88 34.83
47 89 35.04
47 90 35.19
47 91 35.24
47 92 35.09
47 93 33.99
47 94 34.84
47 95 24.41
48 1 18.04
48 2 18.48
48 3 19.07
48 4 19.86
48 5 20.75
48 6 21.69
48 7 22.66
48 8 23.65
48 9 24.64
48 10 25.64
48 11 26.65
48 12 27.65
48 13 28.66
48 14 29.66
48 15 30.66
48 16 31.66
48 17 32.66
48 18 33.66
48 19 34.65
48 20 35.65
48 21 36.65
48 22 37.64
48 23 38.64
48 24 39.64
48 25 40.65
48 26 41.67
48 27 42.69
48 28 43.74
48 29 44.82
48 30 45.97
48 31 47.48
48 32 48.46
48 33 16.39
48 34 14.91
48 35 13.62
48 36 12.43
48 37 11.30
48 38 10.20
48 39 9.13
48 40 8.08
48 41 7.05
48 42 6.03
48 43 5.01
48 44 4.00
48 45 3.00
48 46 2.00
48 47 1.00
48 48 0.00
48 49 1.00
48 50 2.01
48 51 3.02
48 52 4.04
48 53 5.07
48 54 6.11
48 55 7.17
48 56 8.25
48 57 9.36
48 58 10.51
48 59 11.73
48 60 13.05
48 61 14.59
48 62 17.19
48 63 18.02
48 64 22.21
48 65 23.74
48 66 24.86
48 67 25.79
48 68 26.60
48 69 27.34
48 70 28.01
48 71 28.63
48 72 29.22
48 73 29.77
48 74 30.30
48 75 30.81
48 76 31.30
48 77 31.77
48 78 32.22
48 79 32.66
48 80 33.08
48 81 33.49
48 82 33.88
48 83 34.26
48 84 34.62
48 85 34.95
48 86 35.27
48 87 35.55
48 88 35.81
48 89 36.01
48 90 36.16
48 91 36.19
48 92 36.02
48 93 34.89
48 94 35.73
48 95 25.40
49 1 18.39
49 2 19.18
49 3 19.71
49 4 20.45
49 5 21.30
49 6 22.21
49 7 23.15
49 8 24.12
49 9 25.10
49 10 26.09
49 11 27.08
49 12 28.08
49 13 29.08
49 14 30.08
49 15 31.08
49 16 32.08
49 17 33.08
49 18 34.08
49 19 35.08
49 20 36.08
49 21 37.08
49 22 38.09
49 23 39.09
49 24 40.10
49 25 41.12
49 26 42.15
49 27 43.19
49 28 44.25
49 29 45.35
49 30 46.52
49 31 48.08
49 32 49.06
49 33 17.29
49 34 15.83
49 35 14.56
49 36 13.38
49 37 12.26
49 38 11.17
49 39 10.11
49 40 9.07
49 41 8.04
49 42 7.02
49 43 6.01
49 44 5.00
49 45 4.00
49 46 3.00
49 47 2.00
49 48 1.00
49 49 0.00
49 50 1.01
49 51 2.02
49 52 3.04
49 53 4.07
49 54 5.12
49 55 6.18
49 56 7.27
49 57 8.38
49 58 9.55
49 59 10.77
49 60 12.11
49 61 13.67
49 62 16.35
49 63 17.15
49 64 23.06
49 65 24.60
49 66 25.75
49 67 26.69
49 68 27.52
49 69 28.26
49 70 28.94
49 71 29.58
49 72 30.18
49 73 30.74
49 74 31.28
49 75 31.79
49 76 32.28
49 77 32.76
49 78 33.22
49 79 33.66
49 80 34.08
49 81 34.49
49 82 34.88
49 83 35.26
49 84 35.62
49 85 35.95
49 86 36.27
49 87 36.55
49 88 36.80
49 89 37.00
49 90 37.13
49 91 37.16
49 92 36.97
49 93 35.81
49 94 36.65
49 95 26.38
50 1 18.75
50 2 19.88
50 3 20.34
50 4 21.03
50 5 21.84
50 6 22.72
50 7 23.64
50 8 24.59
50 9 25.55
50 10 26.53
50 11 27.51
50 12 28.50
50 13 29.50
50 14 30.49
50 15 31.49
50 16 32.49
50 17 33.49
50 18 34.49
50 19 35.49
50 20 36.50
50 21 37.50
50 22 38.51
50 23 39.53
50 24 40.55
50 25 41.57
50 26 42.61
50 27 43.66
50 28 44.74
50 29 45.86
50 30 47.06
50 31 48.67
50 32 49.65
50 33 18.18
50 34 16.75
50 35 15.50
50 36 14.33
50 37 13.22
50 38 12.14
50 39 11.08
50 40 10.05
50 41 9.02
50 42 8.01
50 43 7.00
50 44 6.00
50 45 5.00
50 46 4.00
50 47 3.01
50 48 2.01
50 49 1.01
50 50 0.00
50 51 1.01
50 52 2.04
50 53 3.07
50 54 4.12
50 55 5.18
50 56 6.27
50 57 7.40
50 58 8.57
50 59 9.81
50 60 11.16
50 61 12.74
50 62 15.49
50 63 16.28
50 64 23.90
50 65 25.46
50 66 26.62
50 67 27.58
50 68 28.43
50 69 29.18
50 70 29.87
50 71 30.52
50 72 31.13
50 73 31.70
50 74 32.24
50 75 32.76
50 76 33.27
50 77 33.75
50 78 34.21
50 79 34.65
50 80 35.08
50 81 35.49
50 82 35.89
50 83 36.26
50 84 36.62
50 85 36.96
50 86 37.27
50 87 37.55
50 88 37.80
50 89 38.00
50 90 38.13
50 91 38.15
50 92 37.95
50 93 36.76
50 94 37.59
50 95 27.36
51 1 19.11
51 2 20.58
51 3 20.97
51 4 21.62
51 5 22.39
51 6 23.23
51 7 24.12
51 8 25.05
51 9 25.99
51 10 26.96
51 11 27.93
51 12 28.91
51 13 29.90
51 14 30.89
51 15 31.88
51 16 32.88
51 17 33.88
51 18 34.88
51 19 35.89
51 20 36.90
51 21 37.91
51 22 38.92
51 23 39.94
51 24 40.97
51 25 42.00
51 26 43.05
51 27 44.12
51 28 45.21
51 29 46.34
51 30 47.57
51 31 49.24
51 32 50.21
51 33 19.06
51 34 17.66
51 35 16.43
51 36 15.28
51 37 14.18
51 38 13.11
51 39 12.06
51 40 11.03
51 41 10.01
51 42 9.00
51 43 8.00
51 44 7.00
51 45 6.01
51 46 5.01
51 47 4.02
51 48 3.02
51 49 2.02
51 50 1.01
51 51 0.00
51 52 1.02
51 53 2.06
51 54 3.11
51 55 4.18
51 56 5.27
51 57 6.40
51 58 7.58
51 59 8.83
51 60 10.19
51 61 11.80
51 62 14.62
51 63 15.39
51 64 24.73
51 65 26.31
51 66 27.49
51 67 28.47
51 68 29.32
51 69 30.09
51 70 30.80
51 71 31.46
51 72 32.07
51 73 32.65
51 74 33.21
51 75 33.74
51 76 34.24
51 77 34.73
51 78 35.20
51 79 35.65
51 80 36.08
51 81 36.50
51 82 36.90
51 83 37.28
51 84 37.63
51 85 37.97
51 86 38.28
51 87 38.57
51 88 38.81
51 89 39.01
51 90 39.13
51 91 39.15
51 92 38.94
51 93 37.73
51 94 38.56
51 95 28.34
52 1 19.47
52 2 21.27
52 3 21.60
52 4 22.19
52 5 22.92
52 6 23.74
52 7 24.60
52 8 25.50
52 9 26.43
52 10 27.38
52 11 28.34
52 12 29.31
52 13 30.29
52 14 31.27
52 15 32.26
52 16 33.26
52 17 34.26
52 18 35.26
52 19 36.27
52 20 37.28
52 21 38.29
52 22 39.31
52 23 40.33
52 24 41.37
52 25 42.41
52 26 43.47
52 27 44.55
52 28 45.65
52 29 46.80
52 30 48.05
52 31 49.78
52 32 50.75
52 33 19.94
52 34 18.57
52 35 17.36
52 36 16.22
52 37 15.14
52 38 14.08
52 39 13.04
52 40 12.02
52 41 11.00
52 42 10.00
52 43 9.00
52 44 8.01
52 45 7.02
52 46 6.03
52 47 5.03
52 48 4.04
52 49 3.04
52 50 2.04
52 51 1.02
52 52 0.00
52 53 1.04
52 54 2.09
52 55 3.16
52 56 4.26
52 57 5.39
52 58 6.58
52 59 7.83
52 60 9.21
52 61 10.85
52 62 13.74
52 63 14.48
52 64 25.55
52 65 27.15
52 66 28.35
52 67 29.34
52 68 30.21
52 69 31.00
52 70 31.72
52 71 32.38
52 72 33.01
52 73 33.60
52 74 34.17
52 75 34.70
52 76 35.22
52 77 35.71
52 78 36.19
52 79 36.65
52 80 37.08
52 81 37.50
52 82 37.91
52 83 38.29
52 84 38.65
52 85 38.99
52 86 39.31
52 87 39.59
52 88 39.83
52 89 40.03
52 90 40.15
52 91 40.17
52 92 39.95
52 93 38.72
52 94 39.55
52 95 29.32
53 1 19.84
53 2 21.96
53 3 22.22
53 4 22.77
53 5 23.46
53 6 24.23
53 7 25.07
53 8 25.95
53 9 26.85
53 10 27.78
53 11 28.73
53 12 29.69
53 13 30.66
53 14 31.64
53 15 32.63
53 16 33.62
53 17 34.62
53 18 35.62
53 19 36.62
53 20 37.64
53 21 38.65
53 22 39.68
53 23 40.71
53 24 41.75
53 25 42.80
53 26 43.87
53 27 44.95
53 28 46.07
53 29 47.24
53 30 48.52
53 31 50.30
53 32 51.26
53 33 20.82
53 34 19.48
53 35 18.29
53 36 17.17
53 37 16.10
53 38 15.05
53 39 14.02
53 40 13.00
53 41 12.00
53 42 11.00
53 43 10.01
53 44 9.02
53 45 8.04
53 46 7.05
53 47 6.06
53 48 5.07
53 49 4.07
53 50 3.07
53 51 2.06
53 52 1.04
53 53 0.00
53 54 1.05
53 55 2.13
53 56 3.23
53 57 4.37
53 58 5.56
53 59 6.82
53 60 8.21
53 61 9.87
53 62 12.83
53 63 13.55
53 64 26.37
53 65 27.99
53 66 29.20
53 67 30.21
53 68 31.10
53 69 31.90
53 70 32.63
53 71 33.31
53 72 33.95
53 73 34.55
53 74 35.12
53 75 35.67
53 76 36.19
53 77 36.70
53 78 37.18
53 79 37.64
53 80 38.09
53 81 38.51
53 82 38.92
53 83 39.31
53 84 39.68
53 85 40.02
53 86 40.34
53 87 40.62
53 88 40.87
53 89 41.06
53 90 41.19
53 91 41.20
53 92 40.98
53 93 39.74
53 94 40.56
53 95 30.29
54 1 20.21
54 2 22.65
54 3 22.84
54 4 23.34
54 5 23.98
54 6 24.72
54 7 25.53
54 8 26.38
54 9 27.27
54 10 28.18
54 11 29.11
54 12 30.06
54 13 31.02
54 14 31.99
54 15 32.97
54 16 33.96
54 17 34.95
54 18 35.95
54 19 36.96
54 20 37.97
54 21 38.99
54 22 40.02
54 23 41.05
54 24 42.10
54 25 43.16
54 26 44.24
54 27 45.34
54 28 46.47
54 29 47.66
54 30 48.96
54 31 50.80
54 32 51.75
54 33 21.70
54 34 20.39
54 35 19.22
54 36 18.12
54 37 17.06
54 38 16.02
54 39 15.01
54 40 14.00
54 41 13.00
54 42 12.01
54 43 11.03
54 44 10.05
54 45 9.07
54 46 8.08
54 47 7.10
54 48 6.11
54 49 5.12
54 50 4.12
54 51 3.11
54 52 2.09
54 53 1.05
54 54 0.00
54 55 1.07
54 56 2.18
54 57 3.32
54 58 4.51
54 59 5.79
54 60 7.19
54 61 8.88
54 62 11.91
54 63 12.60
54 64 27.18
54 65 28.82
54 66 30.05
54 67 31.07
54 68 31.98
54 69 32.79
54 70 33.53
54 71 34.23
54 72 34.88
54 73 35.49
54 74 36.08
54 75 36.63
54 76 37.17
54 77 37.68
54 78 38.17
54 79 38.64
54 80 39.09
54 81 39.53
54 82 39.94
54 83 40.33
54 84 40.71
54 85 41.06
54 86 41.38
54 87 41.67
54 88 41.91
54 89 42.11
54 90 42.24
54 91 42.25
54 92 42.03
54 93 40.79
54 94 41.61
54 95 31.27
55 1 20.58
55 2 23.33
55 3 23.46
55 4 23.90
55 5 24.50
55 6 25.21
55 7 25.98
55 8 26.81
55 9 27.67
55 10 28.56
55 11 29.48
55 12 30.41
55 13 31.36
55 14 32.32
55 15 33.30
55 16 34.28
55 17 35.27
55 18 36.27
55 19 37.27
55 20 38.28
55 21 39.31
55 22 40.34
55 23 41.38
55 24 42.43
55 25 43.49
55 26 44.58
55 27 45.69
55 28 46.84
55 29 48.04
55 30 49.37
55 31 51.26
55 32 52.22
55 33 22.58
55 34 21.30
55 35 20.16
55 36 19.08
55 37 18.03
55 38 17.01
55 39 16.00
55 40 15.00
55 41 14.02
55 42 13.04
55 43 12.06
55 44 11.08
55 45 10.11
55 46 9.13
55 47 8.15
55 48 7.17
55 49 6.18
55 50 5.18
55 51 4.18
55 52 3.16
55 53 2.13
55 54 1.07
55 55 0.00
55 56 1.11
55 57 2.25
55 58 3.45
55 59 4.73
55 60 6.15
55 61 7.85
55 62 10.96
55 63 11.62
55 64 27.98
55 65 29.64
55 66 30.89
55 67 31.93
55 68 32.85
55 69 33.67
55 70 34.43
55 71 35.14
55 72 35.80
55 73 36.43
55 74 37.03
55 75 37.60
55 76 38.14
55 77 38.66
55 78 39.16
55 79 39.64
55 80 40.10
55 81 40.55
55 82 40.97
55 83 41.37
55 84 41.75
55 85 42.10
55 86 42.43
55 87 42.72
55 88 42.98
55 89 43.18
55 90 43.31
55 91 43.32
55 92 43.11
55 93 41.86
55 94 42.68
55 95 32.24
56 1 20.94
56 2 24.01
56 3 24.07
56 4 24.46
56 5 25.01
56 6 25.68
56 7 26.42
56 8 27.21
56 9 28.05
56 10 28.92
56 11 29.82
56 12 30.74
56 13 31.68
56 14 32.63
56 15 33.59
56 16 34.57
56 17 35.55
56 18 36.55
56 19 37.55
56 20 38.57
56 21 39.59
56 22 40.62
56 23 41.66
56 24 42.72
56 25 43.80
56 26 44.89
56 27 46.01
56 28 47.17
56 29 48.39
56 30 49.74
56 31 51.70
56 32 52.65
56 33 23.45
56 34 22.22
56 35 21.10
56 36 20.04
56 37 19.01
56 38 18.00
56 39 17.01
56 40 16.02
56 41 15.05
56 42 14.08
56 43 13.11
56 44 12.14
56 45 11.17
56 46 10.20
56 47 9.23
56 48 8.25
56 49 7.27
56 50 6.27
56 51 5.27
56 52 4.26
56 53 3.23
56 54 2.18
56 55 1.11
56 56 0.00
56 57 1.15
56 58 2.35
56 59 3.64
56 60 5.07
56 61 6.79
56 62 9.97
56 63 10.60
56 64 28.78
56 65 30.46
56 66 31.72
56 67 32.78
56 68 33.71
56 69 34.56
56 70 35.33
56 71 36.05
56 72 36.73
56 73 37.37
56 74 37.98
56 75 38.56
56 76 39.12
56 77 39.65
56 78 40.16
56 79 40.65
56 80 41.12
56 81 41.57
56 82 42.00
56 83 42.41
56 84 42.80
56 85 43.16
56 86 43.49
56 87 43.80
56 88 44.06
56 89 44.26
56 90 44.40
56 91 44.42
56 92 44.21
56 93 42.96
56 94 43.78
56 95 33.22
57 1 21.29
57 2 24.68
57 3 24.67
57 4 25.00
57 5 25.51
57 6 26.13
57 7 26.84
57 8 27.60
57 9 28.41
57 10 29.26
57 11 30.14
57 12 31.04
57 13 31.97
57 14 32.91
57 15 33.86
57 16 34.83
57 17 35.81
57 18 36.80
57 19 37.80
57 20 38.81
57 21 39.83
57 22 40.87
57 23 41.91
57 24 42.98
57 25 44.06
57 26 45.16
57 27 46.29
57 28 47.46
57 29 48.70
57 30 50.08
57 31 52.10
57 32 53.04
57 33 24.34
57 34 23.14
57 35 22.05
57 36 21.01
57 37 20.00
57 38 19.01
57 39 18.03
57 40 17.06
57 41 16.09
57 42 15.13
57 43 14.18
57 44 13.22
57 45 12.26
57 46 11.30
57 47 10.33
57 48 9.36
57 49 8.38
57 50 7.40
57 51 6.40
57 52 5.39
57 53 4.37
57 54 3.32
57 55 2.25
57 56 1.15
57 57 0.00
57 58 1.20
57 59 2.50
57 60 3.94
57 61 5.68
57 62 8.93
57 63 9.53
57 64 29.58
57 65 31.27
